forecast_date,location,actual_price,predicted_price,forecast_horizon,model,error
2026-07-13,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-20,Chhattisgarh|Raipur|Raipur Mandi,,3431.57,15D,LightGBM,
2026-07-20,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-27,Chhattisgarh|Raipur|Raipur Mandi,,3436.65,15D,LightGBM,
2026-07-27,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-01-05,Gujarat|Central|Central Mandi,3620.0,3304.35,15D,LightGBM,-315.65
2026-01-05,Gujarat|Central|Central Mandi,3620.0,3645.43,15D,ARIMA Baseline,25.43
2026-01-12,Gujarat|Central|Central Mandi,3623.5,3303.6,15D,LightGBM,-319.9
2026-01-12,Gujarat|Central|Central Mandi,3623.5,3645.43,15D,ARIMA Baseline,21.93
2026-01-19,Gujarat|Central|Central Mandi,3627.0,3303.83,15D,LightGBM,-323.17
2026-01-19,Gujarat|Central|Central Mandi,3627.0,3645.43,15D,ARIMA Baseline,18.43
2026-01-26,Gujarat|Central|Central Mandi,3630.5,3303.75,15D,LightGBM,-326.75
2026-01-26,Gujarat|Central|Central Mandi,3630.5,3645.43,15D,ARIMA Baseline,14.93
2026-02-02,Gujarat|Central|Central Mandi,3634.0,3309.5,15D,LightGBM,-324.5
2026-02-02,Gujarat|Central|Central Mandi,3634.0,3645.43,15D,ARIMA Baseline,11.43
2026-02-09,Gujarat|Central|Central Mandi,3637.5,3309.21,15D,LightGBM,-328.29
2026-02-09,Gujarat|Central|Central Mandi,3637.5,3645.43,15D,ARIMA Baseline,7.93
2026-02-16,Gujarat|Central|Central Mandi,3641.0,3308.65,15D,LightGBM,-332.35
2026-02-16,Gujarat|Central|Central Mandi,3641.0,3645.43,15D,ARIMA Baseline,4.43
2026-02-23,Gujarat|Central|Central Mandi,3644.5,3308.69,15D,LightGBM,-335.81
2026-02-23,Gujarat|Central|Central Mandi,3644.5,3645.43,15D,ARIMA Baseline,0.93
2026-03-02,Gujarat|Central|Central Mandi,3648.0,3308.57,15D,LightGBM,-339.43
2026-03-02,Gujarat|Central|Central Mandi,3648.0,3645.43,15D,ARIMA Baseline,-2.57
2026-03-09,Gujarat|Central|Central Mandi,3651.5,3308.55,15D,LightGBM,-342.95
2026-03-09,Gujarat|Central|Central Mandi,3651.5,3645.43,15D,ARIMA Baseline,-6.07
2026-03-16,Gujarat|Central|Central Mandi,3655.0,3309.33,15D,LightGBM,-345.67
2026-03-16,Gujarat|Central|Central Mandi,3655.0,3645.43,15D,ARIMA Baseline,-9.57
2026-03-23,Gujarat|Central|Central Mandi,3658.5,3308.74,15D,LightGBM,-349.76
2026-03-23,Gujarat|Central|Central Mandi,3658.5,3645.43,15D,ARIMA Baseline,-13.07
2026-03-30,Gujarat|Central|Central Mandi,3662.0,3309.21,15D,LightGBM,-352.79
2026-03-30,Gujarat|Central|Central Mandi,3662.0,3645.43,15D,ARIMA Baseline,-16.57
2026-04-06,Gujarat|Central|Central Mandi,3665.5,3309.17,15D,LightGBM,-356.33
2026-04-06,Gujarat|Central|Central Mandi,3665.5,3645.43,15D,ARIMA Baseline,-20.07
2026-04-13,Gujarat|Central|Central Mandi,3669.0,3309.32,15D,LightGBM,-359.68
2026-04-13,Gujarat|Central|Central Mandi,3669.0,3645.43,15D,ARIMA Baseline,-23.57
2026-04-20,Gujarat|Central|Central Mandi,,3310.52,15D,LightGBM,
2026-04-20,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-04-27,Gujarat|Central|Central Mandi,,3310.07,15D,LightGBM,
2026-04-27,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-04,Gujarat|Central|Central Mandi,,3316.23,15D,LightGBM,
2026-05-04,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-11,Gujarat|Central|Central Mandi,,3323.87,15D,LightGBM,
2026-05-11,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-18,Gujarat|Central|Central Mandi,,3321.31,15D,LightGBM,
2026-05-18,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-25,Gujarat|Central|Central Mandi,,3315.07,15D,LightGBM,
2026-05-25,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-01,Gujarat|Central|Central Mandi,,3389.41,15D,LightGBM,
2026-06-01,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-08,Gujarat|Central|Central Mandi,,3387.07,15D,LightGBM,
2026-06-08,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-15,Gujarat|Central|Central Mandi,,3386.07,15D,LightGBM,
2026-06-15,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-22,Gujarat|Central|Central Mandi,,3381.01,15D,LightGBM,
2026-06-22,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-29,Gujarat|Central|Central Mandi,,3381.46,15D,LightGBM,
2026-06-29,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-06,Gujarat|Central|Central Mandi,,3435.53,15D,LightGBM,
2026-07-06,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-13,Gujarat|Central|Central Mandi,,3437.03,15D,LightGBM,
2026-07-13,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-20,Gujarat|Central|Central Mandi,,3431.57,15D,LightGBM,
2026-07-20,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-27,Gujarat|Central|Central Mandi,,3436.65,15D,LightGBM,
2026-07-27,Gujarat|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-01-05,Haryana|Central|Central Mandi,3620.0,3304.35,15D,LightGBM,-315.65
2026-01-05,Haryana|Central|Central Mandi,3620.0,3645.43,15D,ARIMA Baseline,25.43
2026-01-12,Haryana|Central|Central Mandi,3623.5,3303.6,15D,LightGBM,-319.9
2026-01-12,Haryana|Central|Central Mandi,3623.5,3645.43,15D,ARIMA Baseline,21.93
2026-01-19,Haryana|Central|Central Mandi,3627.0,3303.83,15D,LightGBM,-323.17
2026-01-19,Haryana|Central|Central Mandi,3627.0,3645.43,15D,ARIMA Baseline,18.43
2026-01-26,Haryana|Central|Central Mandi,3630.5,3303.75,15D,LightGBM,-326.75
2026-01-26,Haryana|Central|Central Mandi,3630.5,3645.43,15D,ARIMA Baseline,14.93
2026-02-02,Haryana|Central|Central Mandi,3634.0,3309.5,15D,LightGBM,-324.5
2026-02-02,Haryana|Central|Central Mandi,3634.0,3645.43,15D,ARIMA Baseline,11.43
2026-02-09,Haryana|Central|Central Mandi,3637.5,3309.21,15D,LightGBM,-328.29
2026-02-09,Haryana|Central|Central Mandi,3637.5,3645.43,15D,ARIMA Baseline,7.93
2026-02-16,Haryana|Central|Central Mandi,3641.0,3308.65,15D,LightGBM,-332.35
2026-02-16,Haryana|Central|Central Mandi,3641.0,3645.43,15D,ARIMA Baseline,4.43
2026-02-23,Haryana|Central|Central Mandi,3644.5,3308.69,15D,LightGBM,-335.81
2026-02-23,Haryana|Central|Central Mandi,3644.5,3645.43,15D,ARIMA Baseline,0.93
2026-03-02,Haryana|Central|Central Mandi,3648.0,3308.57,15D,LightGBM,-339.43
2026-03-02,Haryana|Central|Central Mandi,3648.0,3645.43,15D,ARIMA Baseline,-2.57
2026-03-09,Haryana|Central|Central Mandi,3651.5,3308.55,15D,LightGBM,-342.95
2026-03-09,Haryana|Central|Central Mandi,3651.5,3645.43,15D,ARIMA Baseline,-6.07
2026-03-16,Haryana|Central|Central Mandi,3655.0,3309.33,15D,LightGBM,-345.67
2026-03-16,Haryana|Central|Central Mandi,3655.0,3645.43,15D,ARIMA Baseline,-9.57
2026-03-23,Haryana|Central|Central Mandi,3658.5,3308.74,15D,LightGBM,-349.76
2026-03-23,Haryana|Central|Central Mandi,3658.5,3645.43,15D,ARIMA Baseline,-13.07
2026-03-30,Haryana|Central|Central Mandi,3662.0,3309.21,15D,LightGBM,-352.79
2026-03-30,Haryana|Central|Central Mandi,3662.0,3645.43,15D,ARIMA Baseline,-16.57
2026-04-06,Haryana|Central|Central Mandi,3665.5,3309.17,15D,LightGBM,-356.33
2026-04-06,Haryana|Central|Central Mandi,3665.5,3645.43,15D,ARIMA Baseline,-20.07
2026-04-13,Haryana|Central|Central Mandi,3669.0,3309.32,15D,LightGBM,-359.68
2026-04-13,Haryana|Central|Central Mandi,3669.0,3645.43,15D,ARIMA Baseline,-23.57
2026-04-20,Haryana|Central|Central Mandi,,3310.52,15D,LightGBM,
2026-04-20,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-04-27,Haryana|Central|Central Mandi,,3310.07,15D,LightGBM,
2026-04-27,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-04,Haryana|Central|Central Mandi,,3316.23,15D,LightGBM,
2026-05-04,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-11,Haryana|Central|Central Mandi,,3323.87,15D,LightGBM,
2026-05-11,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-18,Haryana|Central|Central Mandi,,3321.31,15D,LightGBM,
2026-05-18,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-25,Haryana|Central|Central Mandi,,3315.07,15D,LightGBM,
2026-05-25,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-01,Haryana|Central|Central Mandi,,3389.41,15D,LightGBM,
2026-06-01,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-08,Haryana|Central|Central Mandi,,3387.07,15D,LightGBM,
2026-06-08,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-15,Haryana|Central|Central Mandi,,3386.07,15D,LightGBM,
2026-06-15,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-22,Haryana|Central|Central Mandi,,3381.01,15D,LightGBM,
2026-06-22,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-29,Haryana|Central|Central Mandi,,3381.46,15D,LightGBM,
2026-06-29,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-06,Haryana|Central|Central Mandi,,3435.53,15D,LightGBM,
2026-07-06,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-13,Haryana|Central|Central Mandi,,3437.03,15D,LightGBM,
2026-07-13,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-20,Haryana|Central|Central Mandi,,3431.57,15D,LightGBM,
2026-07-20,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-27,Haryana|Central|Central Mandi,,3436.65,15D,LightGBM,
2026-07-27,Haryana|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-01-05,Andhra Pradesh|East Godavari|East Godavari Mandi,,3346.69,30D,LightGBM,
2026-01-05,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-12,Andhra Pradesh|East Godavari|East Godavari Mandi,,3345.1,30D,LightGBM,
2026-01-12,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-19,Andhra Pradesh|East Godavari|East Godavari Mandi,,3345.04,30D,LightGBM,
2026-01-19,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-26,Andhra Pradesh|East Godavari|East Godavari Mandi,,3345.68,30D,LightGBM,
2026-01-26,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-02,Andhra Pradesh|East Godavari|East Godavari Mandi,,3345.62,30D,LightGBM,
2026-02-02,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-09,Andhra Pradesh|East Godavari|East Godavari Mandi,,3349.5,30D,LightGBM,
2026-02-09,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-16,Andhra Pradesh|East Godavari|East Godavari Mandi,,3351.37,30D,LightGBM,
2026-02-16,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-23,Andhra Pradesh|East Godavari|East Godavari Mandi,,3341.8,30D,LightGBM,
2026-02-23,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-02,Andhra Pradesh|East Godavari|East Godavari Mandi,,3462.08,30D,LightGBM,
2026-03-02,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-09,Andhra Pradesh|East Godavari|East Godavari Mandi,,3464.47,30D,LightGBM,
2026-03-09,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-16,Andhra Pradesh|East Godavari|East Godavari Mandi,,3467.66,30D,LightGBM,
2026-03-16,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-23,Andhra Pradesh|East Godavari|East Godavari Mandi,,3455.09,30D,LightGBM,
2026-03-23,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-30,Andhra Pradesh|East Godavari|East Godavari Mandi,,3443.01,30D,LightGBM,
2026-03-30,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-06,Andhra Pradesh|East Godavari|East Godavari Mandi,,3448.31,30D,LightGBM,
2026-04-06,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-13,Andhra Pradesh|East Godavari|East Godavari Mandi,,3447.73,30D,LightGBM,
2026-04-13,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-20,Andhra Pradesh|East Godavari|East Godavari Mandi,,3435.62,30D,LightGBM,
2026-04-20,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-27,Andhra Pradesh|East Godavari|East Godavari Mandi,,3442.33,30D,LightGBM,
2026-04-27,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-04,Andhra Pradesh|East Godavari|East Godavari Mandi,,3462.04,30D,LightGBM,
2026-05-04,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-11,Andhra Pradesh|East Godavari|East Godavari Mandi,,3461.73,30D,LightGBM,
2026-05-11,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-18,Andhra Pradesh|East Godavari|East Godavari Mandi,,3462.61,30D,LightGBM,
2026-05-18,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-25,Andhra Pradesh|East Godavari|East Godavari Mandi,,3462.55,30D,LightGBM,
2026-05-25,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-01,Andhra Pradesh|East Godavari|East Godavari Mandi,,3445.33,30D,LightGBM,
2026-06-01,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-08,Andhra Pradesh|East Godavari|East Godavari Mandi,,3445.39,30D,LightGBM,
2026-06-08,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-15,Andhra Pradesh|East Godavari|East Godavari Mandi,,3445.57,30D,LightGBM,
2026-06-15,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-22,Andhra Pradesh|East Godavari|East Godavari Mandi,,3455.77,30D,LightGBM,
2026-06-22,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-29,Andhra Pradesh|East Godavari|East Godavari Mandi,,3454.01,30D,LightGBM,
2026-06-29,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-06,Andhra Pradesh|East Godavari|East Godavari Mandi,,3445.51,30D,LightGBM,
2026-07-06,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-13,Andhra Pradesh|East Godavari|East Godavari Mandi,,3445.31,30D,LightGBM,
2026-07-13,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-20,Andhra Pradesh|East Godavari|East Godavari Mandi,,3443.8,30D,LightGBM,
2026-07-20,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-27,Andhra Pradesh|East Godavari|East Godavari Mandi,,3442.31,30D,LightGBM,
2026-07-27,Andhra Pradesh|East Godavari|East Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-05,Andhra Pradesh|West Godavari|West Godavari Mandi,,3346.69,30D,LightGBM,
2026-01-05,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-12,Andhra Pradesh|West Godavari|West Godavari Mandi,,3345.1,30D,LightGBM,
2026-01-12,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-19,Andhra Pradesh|West Godavari|West Godavari Mandi,,3345.04,30D,LightGBM,
2026-01-19,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-26,Andhra Pradesh|West Godavari|West Godavari Mandi,,3345.68,30D,LightGBM,
2026-01-26,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-02,Andhra Pradesh|West Godavari|West Godavari Mandi,,3345.62,30D,LightGBM,
2026-02-02,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-09,Andhra Pradesh|West Godavari|West Godavari Mandi,,3349.5,30D,LightGBM,
2026-02-09,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-16,Andhra Pradesh|West Godavari|West Godavari Mandi,,3351.37,30D,LightGBM,
2026-02-16,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-23,Andhra Pradesh|West Godavari|West Godavari Mandi,,3341.8,30D,LightGBM,
2026-02-23,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-02,Andhra Pradesh|West Godavari|West Godavari Mandi,,3462.08,30D,LightGBM,
2026-03-02,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-09,Andhra Pradesh|West Godavari|West Godavari Mandi,,3464.47,30D,LightGBM,
2026-03-09,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-16,Andhra Pradesh|West Godavari|West Godavari Mandi,,3467.66,30D,LightGBM,
2026-03-16,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-23,Andhra Pradesh|West Godavari|West Godavari Mandi,,3455.09,30D,LightGBM,
2026-03-23,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-30,Andhra Pradesh|West Godavari|West Godavari Mandi,,3443.01,30D,LightGBM,
2026-03-30,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-06,Andhra Pradesh|West Godavari|West Godavari Mandi,,3448.31,30D,LightGBM,
2026-04-06,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-13,Andhra Pradesh|West Godavari|West Godavari Mandi,,3447.73,30D,LightGBM,
2026-04-13,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-20,Andhra Pradesh|West Godavari|West Godavari Mandi,,3435.62,30D,LightGBM,
2026-04-20,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-27,Andhra Pradesh|West Godavari|West Godavari Mandi,,3442.33,30D,LightGBM,
2026-04-27,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-04,Andhra Pradesh|West Godavari|West Godavari Mandi,,3462.04,30D,LightGBM,
2026-05-04,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-11,Andhra Pradesh|West Godavari|West Godavari Mandi,,3461.73,30D,LightGBM,
2026-05-11,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-18,Andhra Pradesh|West Godavari|West Godavari Mandi,,3462.61,30D,LightGBM,
2026-05-18,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-25,Andhra Pradesh|West Godavari|West Godavari Mandi,,3462.55,30D,LightGBM,
2026-05-25,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-01,Andhra Pradesh|West Godavari|West Godavari Mandi,,3445.33,30D,LightGBM,
2026-06-01,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-08,Andhra Pradesh|West Godavari|West Godavari Mandi,,3445.39,30D,LightGBM,
2026-06-08,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-15,Andhra Pradesh|West Godavari|West Godavari Mandi,,3445.57,30D,LightGBM,
2026-06-15,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-22,Andhra Pradesh|West Godavari|West Godavari Mandi,,3455.77,30D,LightGBM,
2026-06-22,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-29,Andhra Pradesh|West Godavari|West Godavari Mandi,,3454.01,30D,LightGBM,
2026-06-29,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-06,Andhra Pradesh|West Godavari|West Godavari Mandi,,3445.51,30D,LightGBM,
2026-07-06,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-13,Andhra Pradesh|West Godavari|West Godavari Mandi,,3445.31,30D,LightGBM,
2026-07-13,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-20,Andhra Pradesh|West Godavari|West Godavari Mandi,,3443.8,30D,LightGBM,
2026-07-20,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-27,Andhra Pradesh|West Godavari|West Godavari Mandi,,3442.31,30D,LightGBM,
2026-07-27,Andhra Pradesh|West Godavari|West Godavari Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-05,Assam|Central|Central Mandi,,3346.69,30D,LightGBM,
2026-01-05,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-12,Assam|Central|Central Mandi,,3345.1,30D,LightGBM,
2026-01-12,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-19,Assam|Central|Central Mandi,,3345.04,30D,LightGBM,
2026-01-19,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-26,Assam|Central|Central Mandi,,3345.68,30D,LightGBM,
2026-01-26,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-02,Assam|Central|Central Mandi,,3345.62,30D,LightGBM,
2026-02-02,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-09,Assam|Central|Central Mandi,,3349.5,30D,LightGBM,
2026-02-09,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-16,Assam|Central|Central Mandi,,3351.37,30D,LightGBM,
2026-02-16,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-23,Assam|Central|Central Mandi,,3341.8,30D,LightGBM,
2026-02-23,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-02,Assam|Central|Central Mandi,,3462.08,30D,LightGBM,
2026-03-02,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-09,Assam|Central|Central Mandi,,3464.47,30D,LightGBM,
2026-03-09,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-16,Assam|Central|Central Mandi,,3467.66,30D,LightGBM,
2026-03-16,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-23,Assam|Central|Central Mandi,,3455.09,30D,LightGBM,
2026-03-23,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-30,Assam|Central|Central Mandi,,3443.01,30D,LightGBM,
2026-03-30,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-06,Assam|Central|Central Mandi,,3448.31,30D,LightGBM,
2026-04-06,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-13,Assam|Central|Central Mandi,,3447.73,30D,LightGBM,
2026-04-13,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-20,Assam|Central|Central Mandi,,3435.62,30D,LightGBM,
2026-04-20,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-27,Assam|Central|Central Mandi,,3442.33,30D,LightGBM,
2026-04-27,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-04,Assam|Central|Central Mandi,,3462.04,30D,LightGBM,
2026-05-04,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-11,Assam|Central|Central Mandi,,3461.73,30D,LightGBM,
2026-05-11,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-18,Assam|Central|Central Mandi,,3462.61,30D,LightGBM,
2026-05-18,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-25,Assam|Central|Central Mandi,,3462.55,30D,LightGBM,
2026-05-25,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-01,Assam|Central|Central Mandi,,3445.33,30D,LightGBM,
2026-06-01,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-08,Assam|Central|Central Mandi,,3445.39,30D,LightGBM,
2026-06-08,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-15,Assam|Central|Central Mandi,,3445.57,30D,LightGBM,
2026-06-15,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-22,Assam|Central|Central Mandi,,3455.77,30D,LightGBM,
2026-06-22,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-29,Assam|Central|Central Mandi,,3454.01,30D,LightGBM,
2026-06-29,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-06,Assam|Central|Central Mandi,,3445.51,30D,LightGBM,
2026-07-06,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-13,Assam|Central|Central Mandi,,3445.31,30D,LightGBM,
2026-07-13,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-20,Assam|Central|Central Mandi,,3443.8,30D,LightGBM,
2026-07-20,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
